DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Victim_id,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,Location_id
200918185,12/7/2020 0:00,12/7/2020 0:00,1203,9,Van Nuys,935,2,900,VIOLATION OF COURT ORDER,2000 2038,87,52,F,W,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,AA,Adult Arrest,900,,,,6200    SYLMAR                       AV,,34.1837,-118.4465,87
200104098,1/2/2020 0:00,1/2/2020 0:00,1240,1,Central,154,1,210,ROBBERY,2004 0913 0344 0334 0302 1402 1202,88,61,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,AO,Adult Other,210,998,,,100 E  5TH                          ST,,34.0467,-118.2485,88
200104101,1/2/2020 0:00,1/2/2020 0:00,800,1,Central,131,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0417 2002,89,38,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,100 S  FIGUEROA                     ST,,34.0569,-118.254,89
200104118,1/2/2020 0:00,1/2/2020 0:00,1600,1,Central,159,2,624,BATTERY - SIMPLE ASSAULT,0400 2033 1822,90,36,F,B,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 E  4TH                          PL,,34.0445,-118.2367,90
200104120,1/2/2020 0:00,1/2/2020 0:00,1450,1,Central,158,1,310,BURGLARY,1822 1218 0344 1206 1605,91,59,M,H,516,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,,,IC,Invest Cont,310,,,,1200 E  7TH                          ST,,34.0395,-118.2405,91
200104126,1/2/2020 0:00,1/2/2020 0:00,1215,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),344,92,32,M,H,406,OTHER STORE,,,IC,Invest Cont,442,,,,700 S  FLOWER                       ST,,34.0487,-118.2588,92
200104127,1/2/2020 0:00,1/2/2020 0:00,1130,1,Central,138,2,888,TRESPASSING,2004 0913,93,44,F,B,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,888,,,,300 E  3RD                          ST,,34.048,-118.2438,93
200104129,1/2/2020 0:00,1/2/2020 0:00,320,1,Central,124,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1822 1218 2004 1202,94,60,F,W,101,STREET,515,PHYSICAL PRESENCE,IC,Invest Cont,230,,,,1ST,MAIN,34.0522,-118.2434,94
210121427,10/26/2021 0:00,10/18/2020 0:00,528,1,Central,121,2,860,BATTERY WITH SEXUAL CONTACT,1822 0522 2034 2014,95,24,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,900 W  TEMPLE                       ST,,34.0607,-118.2494,95
200104132,1/2/2020 0:00,1/2/2020 0:00,1915,1,Central,182,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1822,96,31,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,1200 S  GRAND                        AV,,34.0402,-118.2633,96
200104135,1/2/2020 0:00,1/2/2020 0:00,2000,1,Central,142,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218 1810 2032,97,30,M,W,101,STREET,,,IC,Invest Cont,440,,,,300 S  GRAND                        AV,,34.053,-118.2513,97
200104136,1/2/2020 0:00,1/2/2020 0:00,2000,1,Central,158,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1300 1309 2004 0913 1268 2003 1218,98,50,M,B,101,STREET,307,VEHICLE,AA,Adult Arrest,230,,,,600 S  CENTRAL                      AV,,34.039,-118.24,98
201815332,8/10/2020 0:00,8/10/2020 0:00,125,18,Southeast,1822,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1814 0448 0429 0416 1243 1813 2000,99,50,F,B,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,10300 S  BROADWAY,,33.9425,-118.2781,99
200104138,1/2/2020 0:00,1/2/2020 0:00,1740,1,Central,111,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 0411 0400 1822 0445,100,40,M,H,203,OTHER BUSINESS,216,SCISSORS,IC,Invest Cont,230,,,,600 N  BROADWAY,,34.0586,-118.2402,100
200104139,1/2/2020 0:00,1/2/2020 0:00,2210,1,Central,162,2,888,TRESPASSING,1501 2004,101,34,M,O,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,888,,,,800 W  7TH                          ST,,34.0487,-118.2588,101
200104140,1/2/2020 0:00,1/2/2020 0:00,2145,1,Central,192,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0416 1414 1276 0417,102,34,F,B,701,HOSPITAL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,1300 S  HOPE                         ST,,34.0395,-118.2656,102
200104141,1/2/2020 0:00,1/2/2020 0:00,2120,1,Central,162,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 0429,103,45,M,O,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,700 S  FLOWER                       ST,,34.0487,-118.2588,103
200104150,1/3/2020 0:00,1/2/2020 0:00,2200,1,Central,158,2,624,BATTERY - SIMPLE ASSAULT,0416 1218 2004 1202 2034,104,62,M,B,102,SIDEWALK,308,STICK,IC,Invest Cont,624,,,,7TH                          ST,KOHLER,34.0377,-118.2425,104
200516527,11/12/2020 0:00,11/12/2020 0:00,430,5,Harbor,508,1,510,VEHICLE - STOLEN,,105,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,23400    PRESIDENT                    AV,,33.8129,-118.3071,105
200609101,4/15/2020 0:00,4/12/2020 0:00,1300,6,Hollywood,648,1,510,VEHICLE - STOLEN,,106,0,,,108,PARKING LOT,,,AO,Adult Other,510,,,,5700    HOLLYWOOD                    BL,,34.1017,-118.3136,106
200104187,1/3/2020 0:00,1/1/2020 0:00,1845,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),344,107,20,F,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577,107
211422362,12/2/2021 0:00,12/2/2020 0:00,1040,14,Pacific,1416,2,354,THEFT OF IDENTITY,1501,108,31,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,13100    LAKE                         ST,,34.0081,-118.4512,108
200104192,1/3/2020 0:00,1/3/2020 0:00,930,1,Central,124,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0447,109,0,X,X,102,SIDEWALK,,,IC,Invest Cont,745,,,,100 W  1ST                          ST,,34.0522,-118.2434,109
211304982,1/23/2021 0:00,7/24/2020 0:00,100,13,Newton,1381,1,121,"RAPE, FORCIBLE",0913 0527 1259 0522,110,15,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,812,,,300 W  61ST                         ST,,33.9842,-118.2789,110
200104201,1/3/2020 0:00,1/1/2020 0:00,130,1,Central,132,1,330,BURGLARY FROM VEHICLE,1822 1307 0344 0329,111,51,M,H,101,STREET,,,IC,Invest Cont,330,,,,3RD,GRAND,34.053,-118.2513,111
200104204,1/3/2020 0:00,1/2/2020 0:00,1115,1,Central,154,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 1218 1000 0345 0344,112,23,M,B,101,STREET,,,IC,Invest Cont,440,,,,6TH,MAIN,34.0446,-118.249,112
200104205,1/3/2020 0:00,1/3/2020 0:00,1315,1,Central,128,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 1218 0344 2032,113,29,M,B,101,STREET,,,IC,Invest Cont,440,,,,1ST,LOS ANGELES,34.0515,-118.2424,113
200104208,1/3/2020 0:00,1/3/2020 0:00,1015,1,Central,192,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0913 0603,114,58,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,745,,,,1600 S  HOPE                         ST,,34.0363,-118.2677,114
200104209,1/3/2020 0:00,1/3/2020 0:00,1830,1,Central,152,2,624,BATTERY - SIMPLE ASSAULT,1218 0913 0340 0416 1268,115,24,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 W  7TH                          ST,,34.0491,-118.2558,115
200104221,1/3/2020 0:00,1/3/2020 0:00,1200,1,Central,166,1,761,BRANDISH WEAPON,1218 1822 0443,116,51,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",215,MACHETE,IC,Invest Cont,761,,,,600 S  SAN PEDRO                    ST,,34.0421,-118.2469,116
200104222,1/3/2020 0:00,1/3/2020 0:00,1550,1,Central,135,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,117,41,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,740,,,,100 W  2ND                          ST,,34.051,-118.2445,117
200104223,1/3/2020 0:00,1/3/2020 0:00,1839,1,Central,154,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,118,32,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,100 E  5TH                          ST,,34.0467,-118.2485,118
200104224,1/3/2020 0:00,1/3/2020 0:00,1800,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1402 0344 2004 0378,119,23,M,H,406,OTHER STORE,,,IC,Invest Cont,442,998,,,700 W  7TH                          ST,,34.048,-118.2577,119
200104227,1/4/2020 0:00,1/3/2020 0:00,1800,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1402 0907 2004 0344,120,35,M,W,406,OTHER STORE,,,IC,Invest Cont,442,998,,,700 W  7TH                          ST,,34.048,-118.2577,120
200104228,1/4/2020 0:00,1/3/2020 0:00,1850,1,Central,159,1,210,ROBBERY,0305 1309 0355 0334 0302 0344 1822,121,28,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,4TH,SEATON,34.0433,-118.2377,121
200104230,1/4/2020 0:00,1/3/2020 0:00,2100,1,Central,162,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,122,0,,,101,STREET,,,IC,Invest Cont,420,,,,700 S  GRAND                        AV,,34.0473,-118.2566,122
200104231,1/3/2020 0:00,1/3/2020 0:00,2220,1,Central,148,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 1310 0411 1822 0319,123,58,M,H,101,STREET,204,FOLDING KNIFE,IC,Invest Cont,230,,,,5TH,CROCKER,34.0435,-118.2427,123
200104233,1/3/2020 0:00,1/3/2020 0:00,1645,1,Central,145,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1218 0377 0913 0344,124,57,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,100 E  5TH                          ST,,34.0471,-118.2474,124
200104234,1/4/2020 0:00,1/3/2020 0:00,2100,1,Central,135,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0377 1822 2032 0344,125,27,F,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440,,,,100 W  2ND                          ST,,34.051,-118.2445,125
200104235,1/4/2020 0:00,1/3/2020 0:00,2200,1,Central,159,1,330,BURGLARY FROM VEHICLE,1822 0377 0329 1307 0344,126,30,F,H,101,STREET,,,IC,Invest Cont,330,,,,PALMETTO,E  SANTA FE,34.0403,-118.2308,126
200104236,1/3/2020 0:00,1/3/2020 0:00,1630,1,Central,161,1,330,BURGLARY FROM VEHICLE,0344 0321 1822 0386,127,30,M,B,101,STREET,,,IC,Invest Cont,330,,,,800    JAMES M WOOD                 BL,,34.0483,-118.2631,127
200104237,1/4/2020 0:00,1/4/2020 0:00,500,1,Central,192,1,330,BURGLARY FROM VEHICLE,1307 1822 0377 0344,128,31,M,B,101,STREET,,,IC,Invest Cont,330,,,,GRAND,S  PICO,34.0384,-118.2646,128
200104238,1/3/2020 0:00,1/3/2020 0:00,1840,1,Central,182,1,330,BURGLARY FROM VEHICLE,1307 1822 1414 0329 0344,129,0,X,X,108,PARKING LOT,,,IC,Invest Cont,330,,,,GRAND,W  PICO,34.0389,-118.2643,129
200409682,6/10/2020 0:00,6/10/2020 0:00,1900,4,Hollenbeck,412,1,210,ROBBERY,0913 1814 0448 2000,130,24,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,200 N  AVENUE 25,,34.078,-118.2181,130
200706211,2/17/2020 0:00,2/16/2020 0:00,2350,7,Wilshire,734,2,624,BATTERY - SIMPLE ASSAULT,444,131,29,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,6000 W  6TH                          ST,,34.0677,-118.3548,131
210704711,12/24/2020 0:00,12/24/2020 0:00,1310,7,Wilshire,782,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,132,47,F,A,101,STREET,,,IC,Invest Cont,331,,,,6000    COMEY                        AV,,34.0339,-118.3747,132
200104244,1/4/2020 0:00,1/4/2020 0:00,40,1,Central,156,2,624,BATTERY - SIMPLE ASSAULT,416,133,48,F,B,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,500    SAN JULIAN                   ST,,34.0446,-118.245,133
202113531,9/6/2020 0:00,9/5/2020 0:00,1500,21,Topanga,2149,1,510,VEHICLE - STOLEN,,134,0,,,108,PARKING LOT,,,AA,Adult Arrest,510,,,,19700    VANOWEN                      ST,,34.1938,-118.5631,134
200815521,10/20/2020 0:00,9/18/2020 0:00,1400,8,West LA,852,2,354,THEFT OF IDENTITY,1822 0100 0928,135,32,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1600    BARRY                        AV,,34.042,-118.4531,135
200317571,9/19/2020 0:00,9/19/2020 0:00,1040,3,Southwest,353,1,210,ROBBERY,1822 0342 1100 0334 0302 0430 1300 1309 1407 1409,136,23,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,OBAMA                        BL,VIRGINIA                     RD,34.0215,-118.3393,136
200306227,2/7/2020 0:00,2/6/2020 0:00,1800,3,Southwest,397,1,510,VEHICLE - STOLEN,,137,0,,,101,STREET,,,IC,Invest Cont,510,,,,43RD                         ST,MENLO,34.0073,-118.298,137
200514277,9/17/2020 0:00,9/17/2020 0:00,2255,5,Harbor,558,2,901,VIOLATION OF RESTRAINING ORDER,1813 2000 2038,138,46,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,901,,,,200 W  AMAR                         ST,,33.7478,-118.2822,138
200104268,1/4/2020 0:00,1/4/2020 0:00,1230,1,Central,111,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 1414 0429,139,40,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,100    PASEO DE LA PLAZA,,34.0615,-118.2412,139
200104269,1/4/2020 0:00,1/4/2020 0:00,500,1,Central,156,2,624,BATTERY - SIMPLE ASSAULT,0416 1218 2033 1822,140,57,F,O,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,500 S  SAN PEDRO                    ST,,34.0437,-118.2455,140
200104270,1/4/2020 0:00,1/4/2020 0:00,1630,1,Central,195,1,330,BURGLARY FROM VEHICLE,1822 0344 1307 1609,141,32,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,1300 S  LOS ANGELES                  ST,,34.0357,-118.2593,141
200816200,11/8/2020 0:00,11/7/2020 0:00,1000,8,West LA,849,2,886,DISTURBING THE PEACE,1501 0603 0361,142,58,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,886,,,,1200 S  HOLT                         AV,,34.0561,-118.3784,142
201821270,11/28/2020 0:00,11/28/2020 0:00,315,18,Southeast,1826,2,901,VIOLATION OF RESTRAINING ORDER,0913 2038,143,25,F,H,501,SINGLE FAMILY DWELLING,515,PHYSICAL PRESENCE,AO,Adult Other,901,,,,9400    MAIE                         AV,,33.952,-118.2446,143
200104275,1/4/2020 0:00,1/4/2020 0:00,1238,1,Central,161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,144,0,X,X,402,MARKET,,,IC,Invest Cont,442,,,,800 S  FIGUEROA                     ST,,34.0483,-118.2631,144
200104276,1/4/2020 0:00,1/2/2020 0:00,2130,1,Central,119,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0910 0344,145,18,M,H,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,440,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374,145
200104277,1/5/2020 0:00,1/4/2020 0:00,2130,1,Central,159,1,330,BURGLARY FROM VEHICLE,1307 1609 0344,146,25,M,O,101,STREET,,,IC,Invest Cont,330,,,,JESSE                        ST,SANTA FE,34.0364,-118.2303,146
200104279,1/4/2020 0:00,1/4/2020 0:00,1558,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,147,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577,147
200104281,1/4/2020 0:00,1/4/2020 0:00,1300,1,Central,156,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344,148,37,F,W,517,MISSIONS/SHELTERS,,,IC,Invest Cont,440,,,,500 S  SAN PEDRO                    ST,,34.0437,-118.2455,148
200400694,3/26/2020 0:00,3/26/2020 0:00,1435,4,Hollenbeck,422,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 0302 1309 0334 1100 1407 1822,149,23,M,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,230,998,,,2200    THOMAS                       ST,,34.0707,-118.2103,149
200104283,1/4/2020 0:00,1/4/2020 0:00,1755,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004,150,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577,150
200104284,1/4/2020 0:00,1/4/2020 0:00,15,1,Central,145,2,888,TRESPASSING,1501,151,67,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888,,,,100 E  4TH                          ST,,34.0482,-118.2472,151
200104285,1/5/2020 0:00,1/5/2020 0:00,200,1,Central,164,2,624,BATTERY - SIMPLE ASSAULT,1601 0444 0416,152,26,M,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 S  SPRING                       ST,,34.046,-118.2509,152
200104286,1/4/2020 0:00,1/4/2020 0:00,1700,1,Central,162,1,330,BURGLARY FROM VEHICLE,0344 1307 1609 0329,153,47,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,700 S  FLOWER                       ST,,34.0487,-118.2588,153
200104287,1/4/2020 0:00,1/4/2020 0:00,2345,1,Central,119,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 0910 1820 2048,154,21,F,H,834,LA UNION STATION (NOT LINE SPECIFIC),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374,154
200104289,1/5/2020 0:00,1/3/2020 0:00,2315,1,Central,164,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344,155,26,F,C,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,440,,,,600 S  SPRING                       ST,,34.046,-118.2509,155
200104291,1/5/2020 0:00,1/4/2020 0:00,1900,1,Central,163,1,210,ROBBERY,0357 0444 0429 0344 1202 1822 0377 1602,156,64,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,7TH,SPRING                       ST,34.0449,-118.2528,156
200104292,1/5/2020 0:00,1/4/2020 0:00,1230,1,Central,101,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344,157,26,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,900    NEW DEPOT                    ST,,34.0652,-118.2451,157
200104293,1/5/2020 0:00,1/3/2020 0:00,2200,1,Central,105,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1822 0377 1606 0321 0344,158,31,F,B,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,420,,,,400    CASANOVA                     ST,,34.0713,-118.2291,158
200104300,1/5/2020 0:00,1/4/2020 0:00,1915,1,Central,152,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,159,39,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,600 S  GRAND                        AV,,34.0488,-118.2553,159
200815782,10/27/2020 0:00,10/27/2020 0:00,2010,8,West LA,884,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 2004 1218,160,35,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,SEPULVEDA,TENNESSEE,34.0387,-118.4366,160
200104302,1/1/2020 0:00,1/1/2020 0:00,1,1,Central,153,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,161,25,F,F,207,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,440,,,,500 S  SPRING                       ST,,34.0467,-118.252,161
200104303,1/5/2020 0:00,1/4/2020 0:00,1630,1,Central,166,1,510,VEHICLE - STOLEN,,162,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,600    WALL                         ST,,34.0435,-118.2471,162
200104310,1/5/2020 0:00,1/5/2020 0:00,1010,1,Central,118,2,624,BATTERY - SIMPLE ASSAULT,0416 2004,163,28,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,900 N  BROADWAY,,34.064,-118.2375,163
200815680,10/25/2020 0:00,10/24/2020 0:00,1800,8,West LA,855,1,310,BURGLARY,1822 1420 0344,164,33,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1400 S  BENTLEY                      AV,,34.0509,-118.4459,164
200104313,1/5/2020 0:00,1/4/2020 0:00,1430,1,Central,156,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032 1202 1822 1218,165,75,M,B,102,SIDEWALK,,,IC,Invest Cont,341,,,,5TH                          ST,SAN JULIAN                   ST,34.0446,-118.245,165
211614109,12/6/2021 0:00,9/20/2020 0:00,1200,16,Foothill,1685,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,166,0,,,151,TOW YARD*,,,IC,Invest Cont,420,,,,11400    PENROSE                      ST,,34.2219,-118.3814,166
200104316,1/5/2020 0:00,1/4/2020 0:00,747,1,Central,162,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,421,167,32,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,930,,,,700 S  OLIVE                        ST,,34.0467,-118.2556,167
200104319,1/4/2020 0:00,1/4/2020 0:00,2345,1,Central,127,2,623,BATTERY POLICE (SIMPLE),1212 0356,168,0,X,X,753,DETENTION/JAIL FACILITY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623,,,,100 N  LOS ANGELES                  ST,,34.0515,-118.2424,168
200104320,1/5/2020 0:00,1/4/2020 0:00,2145,1,Central,164,1,330,BURGLARY FROM VEHICLE,0344 1609 1212 1822 0321,169,0,M,B,101,STREET,,,IC,Invest Cont,330,,,,6TH                          ST,LOS ANGELES,34.0446,-118.249,169
200104321,1/6/2020 0:00,1/5/2020 0:00,1840,1,Central,185,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 1822 1414,170,30,F,A,101,STREET,,,IC,Invest Cont,330,,,,900 S  LOS ANGELES                  ST,,34.0407,-118.2541,170
200812231,7/23/2020 0:00,5/15/2020 0:00,800,8,West LA,886,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,171,44,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,956,,,,1100    ROXBURY                      DR,,34.0567,-118.4055,171
200104323,1/5/2020 0:00,1/3/2020 0:00,1,1,Central,165,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),344,172,28,M,W,101,STREET,,,IC,Invest Cont,420,,,,LOS ANGELES                  ST,6TH                          ST,34.0433,-118.2504,172
200104325,1/6/2020 0:00,1/6/2020 0:00,30,1,Central,185,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1414 2033 0416 2000 1814,173,26,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,1000 S  BROADWAY,,34.0409,-118.2574,173
200104326,1/5/2020 0:00,1/5/2020 0:00,1945,1,Central,182,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1414 0443 2004 0329,174,56,M,H,101,STREET,,,AA,Adult Arrest,740,,,,FLOWER,PICO,34.0401,-118.2668,174
200104327,1/5/2020 0:00,1/5/2020 0:00,2130,1,Central,119,1,210,ROBBERY,2028 0913 0910 0344 0444 0416,175,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374,175
200104328,1/5/2020 0:00,1/5/2020 0:00,2120,1,Central,153,1,350,"THEFT, PERSON",0355 0344 0400 1822 0377,176,35,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,,200 W  6TH                          ST,,34.046,-118.2509,176
200104329,1/5/2020 0:00,1/5/2020 0:00,1717,1,Central,134,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,1300 1822 1501 1606,177,28,F,H,102,SIDEWALK,,,IC,Invest Cont,421,,,,HILL,3RD,34.0503,-118.2504,177
200104330,1/6/2020 0:00,1/5/2020 0:00,519,1,Central,119,2,888,TRESPASSING,0910 1501 2004,178,19,M,W,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374,178
